aoi_id,year,sensor_product,status,storage_backend,asset_id,reason,source_exists,checksum_exists,product_version_recorded,native_crs_known,crop_succeeds,qa_bands_exist,target_dates_coverage_recorded,raster_integrity_checked,nodata_readable,common_support_constructible,temporal_count_computable,manifest_complete
AOI-C01,2021,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2021,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2021,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2021,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20210720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20210731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20210810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2022,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2022,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2022,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2022,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20220720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20220731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20220810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2023,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2023,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2023,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2023,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20230720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20230731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20230810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2024,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2024,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2024,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2024,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20240720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20240731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20240810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2025,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2025,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2025,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C01_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C01,2025,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20250720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20250731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C01_20250810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2021,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2021,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2021,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2021,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20210720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20210731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20210810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2022,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2022,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2022,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2022,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20220720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20220731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20220810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2023,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2023,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2023,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2023,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20230720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20230731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20230810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2024,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2024,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2024,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2024,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20240720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20240731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20240810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2025,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2025,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2025,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C02_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C02,2025,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20250720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20250731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C02_20250810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2021,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2021,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2021,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2021,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20210720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20210731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20210810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2022,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2022,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2022,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2022,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20220720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20220731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20220810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2023,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2023,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2023,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2023,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20230720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20230731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20230810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2024,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2024,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2024,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2024,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20240720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20240731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20240810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2025,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2025,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2025,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C03_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C03,2025,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20250720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20250731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C03_20250810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2021,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2021,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2021,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2021,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20210720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20210731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20210810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2022,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2022,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2022,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2022,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2022,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20220720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20220731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20220810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2023,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2023,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2023,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2023,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2023,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20230720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20230731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20230810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2024,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2024,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2024,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2024,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2024,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20240720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20240731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20240810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2025,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2025,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2025,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C04_2025,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C04,2025,fcover,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20250720;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20250731;projects/qinghai-internship-fvc-models/assets/fvc_report_data/fcover_native/AOI_C04_20250810,three native-grid FCOVER assets verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C05,2021,sentinel2,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C05_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C05,2021,landsat,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C05_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
AOI-C05,2021,modis,READY,GEE_ASSET,projects/qinghai-internship-fvc-models/assets/fvc_report_data/paired_observations/AOI_C05_2021,36-band AOI-year pair cube contract verified,True,True,True,True,True,True,True,True,True,True,True,True
